occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey,name_to_use,description_text,check_ENA_with_GBIF,manual_verification_needed
,Anthrenus signatus,"Anthrenus signatus Erichson, 1846",4427299,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus signatus,Anthrenus signatus,"Erichson, 1846",4427299,,original,,,
,Orphinus fulvipes,"Orphinus fulvipes (Guérin-Méneville, 1836)",1095834,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Orphinus,Orphinus fulvipes,Orphinus fulvipes,"(Guérin-Méneville, 1836) ",1095834,,original,,,
,Thorictus baudii,"Thorictus baudii Reitter, 1860",4427534,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus baudii,Thorictus baudii,"Reitter, 1860",4427534,,original,,,
,Thorictus castaneus,"Thorictus castaneus Germar, 1834",4427523,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus castaneus,Thorictus castaneus,"Germar, 1834",4427523,,original,,,
,Thorictus foreli,"Thorictus foreli Wasmann, 1894",4427499,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus foreli,Thorictus foreli,"Wasmann, 1894",4427499,,original,,,
,Thorictus franzi,"Thorictus franzi John, 1967",4427529,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus franzi,Thorictus franzi,"John, 1967",4427529,,original,,,
,Thorictus grandicollis,"Thorictus grandicollis Germar, 1842",4427501,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus grandicollis,Thorictus grandicollis,"Germar, 1842",4427501,,original,,,
,Thorictus mauritanicus,"Thorictus mauritanicus Lucas, 1849",4427533,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus mauritanicus,Thorictus mauritanicus,"Lucas, 1849",4427533,,original,,,
,Thorictus orientalis,"Thorictus orientalis Peyron, 1857",4427519,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus orientalis,Thorictus orientalis,"Peyron, 1857",4427519,,original,,,
,Thorictus pilosus,"Thorictus pilosus Peyron, 1857",4427507,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus pilosus,Thorictus pilosus,"Peyron, 1857",4427507,,original,,,
,Thorictus dimidiatus,"Thorictus dimidiatus Peyron, 1860",4427510,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus dimidiatus,Thorictus dimidiatus,"Peyron, 1860",4427510,,original,,,
,Thorictus ehlersii,"Thorictus ehlersii Pering, 1872",4427497,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus ehlersii,Thorictus ehlersii,"Pering, 1872",4427497,,original,,,
,Thorictus tuberosus,"Thorictus tuberosus Reitter, 1881",4427500,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus tuberosus,Thorictus tuberosus,"Reitter, 1881",4427500,,original,,,
,Thorictus wollastoni,"Thorictus wollastoni John, 1963",4427502,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Thorictus,Thorictus wollastoni,Thorictus wollastoni,"John, 1963",4427502,,original,,,
,Anthrenus sarnicus,"Anthrenus sarnicus Mroczkowski, 1963",4427306,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus sarnicus,Anthrenus sarnicus,"Mroczkowski, 1963",4427306,,original,,,
,Dryops striatopunctatus,"Dryops striatopunctatus (Heer, 1841)",6944620,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops striatopunctatus,Dryops striatopunctatus,"(Heer, 1841) ",6944620,,original,,,
,Dryops caspius,"Dryops caspius (Menetries, 1832)",9003540,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops caspius,Dryops caspius,"(Menetries, 1832) ",9003540,,original,,,
,Dryops doderoi,"Dryops doderoi Bollow, 1936",6944625,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops doderoi,Dryops doderoi,"Bollow, 1936",6944625,,original,,,
,Dryops subincanus,"Dryops subincanus (Kuwert, 1890)",6944525,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops subincanus,Dryops subincanus,"(Kuwert, 1890) ",6944525,,original,,,
,Dryops rufipes,"Dryops rufipes (Krynicki, 1832)",6944610,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops rufipes,Dryops rufipes,"(Krynicki, 1832) ",6944610,,original,,,
,Stethorus wollastoni,"Stethorus wollastoni Kapur, 1948",4452310,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus wollastoni,Stethorus wollastoni,"Kapur, 1948",4452310,,original,,,
,Stethorus gilvifrons,"Stethorus gilvifrons (Mulsant, 1850)",4452311,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus gilvifrons,Stethorus gilvifrons,"(Mulsant, 1850) ",4452311,,original,,,
,Scymnus laetificus,"Scymnus laetificus Weise, 1879",9057274,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus laetificus,Scymnus laetificus,"Weise, 1879",9057274,,original,,,
,Dermestes hispanicus,"Dermestes hispanicus Kalik, 1952",4427379,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes hispanicus,Dermestes hispanicus,"Kalik, 1952",4427379,,original,,,
,Dryops championi,"Dryops championi Dodero, 1918",6944559,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops championi,Dryops championi,"Dodero, 1918",6944559,,original,,,
,Dryops striatellus,"Dryops striatellus (Fairmaire & Brisout, 1859)",6097327,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops striatellus,Dryops striatellus,"(Fairmaire & Brisout, 1859) ",6097327,,original,,,
,Procas picipes,"Procas picipes (T.Marsham, 1802)",1247974,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Procas,Procas picipes,Procas picipes,"(T.Marsham, 1802) ",1247974,,original,,,
,Aulonogyrus concinnus,"Aulonogyrus concinnus (Klug, 1834)",5753522,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Aulonogyrus,Aulonogyrus concinnus,Aulonogyrus concinnus,"(Klug, 1834) ",5753522,,original,,,
,Gyrinus colymbus,"Gyrinus colymbus Erichson, 1837",7004078,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,Gyrinus colymbus,Gyrinus colymbus,"Erichson, 1837",7004078,,original,,,
,Gyrinus dejeani,"Gyrinus dejeani Brullé, 1832",7003992,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Gyrinidae,Gyrinus,Gyrinus dejeani,Gyrinus dejeani,"Brullé, 1832",7003992,,original,,,
,Brychius glabratus,"Brychius glabratus (A.Villa & J.B.Villa, 1835)",4470316,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Brychius,Brychius glabratus,Brychius glabratus,"(A.Villa & J.B.Villa, 1835) ",4470316,,original,,,
,Haliplus kulleri,"Haliplus kulleri Vondel, 1988",4470342,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus kulleri,Haliplus kulleri,"Vondel, 1988",4470342,,original,,,
,Haliplus maculatus,"Haliplus maculatus Motschulsky, 1860",4470332,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus maculatus,Haliplus maculatus,"Motschulsky, 1860",4470332,,original,,,
,Haliplus rubidus,"Haliplus rubidus Perris, 1857",4470326,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus rubidus,Haliplus rubidus,"Perris, 1857",4470326,,original,,,
,Haliplus andalusicus,"Haliplus andalusicus Wehncke, 1872",4470328,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus andalusicus,Haliplus andalusicus,"Wehncke, 1872",4470328,,original,,,
,Haliplus guttatus,"Haliplus guttatus Aubé, 1836",4470330,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus guttatus,Haliplus guttatus,"Aubé, 1836",4470330,,original,,,
,Haliplus ruficeps,"Haliplus ruficeps Chevrolat, 1861",4470369,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus ruficeps,Haliplus ruficeps,"Chevrolat, 1861",4470369,,original,,,
,Haliplus varius,"Haliplus varius Nicolai, 1822",4470370,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus varius,Haliplus varius,"Nicolai, 1822",4470370,,original,,,
,Augyles marmota,"Augyles marmota (Kiesenwetter, 1850)",4428145,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles marmota,Augyles marmota,"(Kiesenwetter, 1850) ",4428145,,original,,,
,Augyles obliteratus,"Augyles obliteratus (Kiesenwetter, 1843)",4428166,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles obliteratus,Augyles obliteratus,"(Kiesenwetter, 1843) ",4428166,,original,,,
,Augyles pruinosus,"Augyles pruinosus (Kiesenwetter, 1851)",4428153,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles pruinosus,Augyles pruinosus,"(Kiesenwetter, 1851) ",4428153,,original,,,
,Augyles senescens,"Augyles senescens (Kiesenwetter, 1865)",4428142,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles senescens,Augyles senescens,"(Kiesenwetter, 1865) ",4428142,,original,,,
,Augyles flavidus,"Augyles flavidus (Rossi, 1794)",4428134,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Augyles,Augyles flavidus,Augyles flavidus,"(Rossi, 1794) ",4428134,,original,,,
,Heterocerus holosericeus,"Heterocerus holosericeus Rosenhauer, 1856",4428100,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus,Heterocerus holosericeus,Heterocerus holosericeus,"Rosenhauer, 1856",4428100,,original,,,
,Micilus murinus,"Micilus murinus (Kiesenwetter, 1843)",4428171,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Micilus,Micilus murinus,Micilus murinus,"(Kiesenwetter, 1843) ",4428171,,original,,,
,Hydraena ludovicae,"Hydraena ludovicae Orchymont, 1931",5748162,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena ludovicae,Hydraena ludovicae,"Orchymont, 1931",5748162,,original,,,
,Hydraena phassilyi,"Hydraena phassilyi Orchymont, 1931",5748188,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena phassilyi,Hydraena phassilyi,"Orchymont, 1931",5748188,,original,,,
,Hydraena angustata,"Hydraena angustata Sturm, 1836",5748199,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena angustata,Hydraena angustata,"Sturm, 1836",5748199,,original,,,
,Hydraena imperatrix,Hydraena imperatrix Knisch,10314161,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena imperatrix,Hydraena imperatrix,Knisch,10314161,,original,,,
,Hydraena jailensis,"Hydraena jailensis Breit, 1917",5748114,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena jailensis,Hydraena jailensis,"Breit, 1917",5748114,,original,,,
,Hydraena spinipes,"Hydraena spinipes Baudi di Selve, 1882",5748035,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena spinipes,Hydraena spinipes,"Baudi di Selve, 1882",5748035,,original,,,
,Tytthaspis phalerata,"Tytthaspis phalerata (Costa, 1849)",4452260,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Tytthaspis,Tytthaspis phalerata,Tytthaspis phalerata,"(Costa, 1849) ",4452260,,original,,,
,Dryops griseus,"Dryops griseus (Erichson, 1847)",6097322,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops griseus,Dryops griseus,"(Erichson, 1847) ",6097322,,original,,,
,Dryops sulcipennis,"Dryops sulcipennis (A.Costa, 1883)",6944592,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,Dryops sulcipennis,Dryops sulcipennis,"(A.Costa, 1883) ",6944592,,original,,,
,Hydraena paganettii,"Hydraena paganettii Ganglbauer, 1901",5748072,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena paganettii,Hydraena paganettii,"Ganglbauer, 1901",5748072,,original,,,
,Hydraena hungarica,"Hydraena hungarica Rey, 1884",5748037,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena hungarica,Hydraena hungarica,"Rey, 1884",5748037,,original,,,
,Procas granillicollis,"Procas granulicollis Walton, 1848",1247987,FUZZY,96,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Brachyceridae,Procas,Procas granulicollis,Procas granulicollis,"Walton, 1848",1247987,,gbif,,yes,yes
,Limnebius punctatus,"Limnebius punctatus Wollaston, 1864",4448324,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Limnebius,Limnebius punctatus,Limnebius punctatus,"Wollaston, 1864",4448324,,original,,,
,Cerapheles lateplagiatus,"Cerapheles lateplagiatus (Fairmaire, 1862)",4449357,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Cerapheles,Cerapheles lateplagiatus,Cerapheles lateplagiatus,"(Fairmaire, 1862) ",4449357,,original,,,
,Limnichus angustulus,"Limnichus angustulus Weise, 1877",1032946,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Limnichidae,Limnichus,Limnichus angustulus,Limnichus angustulus,"Weise, 1877",1032946,,original,,,
,Bothriophorus atomus,"Bothriophorus atomus Mulsant & Rey, 1852",1033323,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Limnichidae,Bothriophorus,Bothriophorus atomus,Bothriophorus atomus,"Mulsant & Rey, 1852",1033323,,original,,,
,Anthodromius bicolor,"Anthodromius bicolor Kiesenwetter, 1872",4450212,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Anthodromius,Anthodromius bicolor,Anthodromius bicolor,"Kiesenwetter, 1872",4450212,,original,,,
,Cerallus brevicollis,"Cerallus brevicollis Kiesenwetter, 1872",4450216,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Cerallus,Cerallus brevicollis,Cerallus brevicollis,"Kiesenwetter, 1872",4450216,,original,,,
,Cerallus rubidius,"Cerallus rubidus (Gyllenhal, 1817)",4450217,FUZZY,96,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Cerallus,Cerallus rubidus,Cerallus rubidus,"(Gyllenhal, 1817) ",4450217,,gbif,,yes,yes
,Dasytes coerulescens,"Dasytes coerulescens Küster, 1852",4449969,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Dasytes,Dasytes coerulescens,Dasytes coerulescens,"Küster, 1852",4449969,,original,,,
,Dasytes croceipes,"Dasytes croceipes Kiesenwetter, 1866",4449934,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Dasytes,Dasytes croceipes,Dasytes croceipes,"Kiesenwetter, 1866",4449934,,original,,,
,Ebaeus appendiculatus,"Ebaeus appendiculatus Erichson, 1840",4449351,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Ebaeus,Ebaeus appendiculatus,Ebaeus appendiculatus,"Erichson, 1840",4449351,,original,,,
,Ebaeus pedicularius,"Ebaeus pedicularius (Linnaeus, 1758)",9726977,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Ebaeus,Ebaeus pedicularius,Ebaeus pedicularius,"(Linnaeus, 1758) ",9726977,,original,,,
,Melyrosoma flavescens,"Melyrosoma flavescens Wollaston, 1862",4450224,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyrosoma,Melyrosoma flavescens,Melyrosoma flavescens,"Wollaston, 1862",4450224,,original,,,
,Melyrosoma hirtum,"Melyrosoma hirtum Wollaston, 1862",4450222,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyrosoma,Melyrosoma hirtum,Melyrosoma hirtum,"Wollaston, 1862",4450222,,original,,,
,Protapalochrus flavolimbatus,"Protapalochrus flavolimbatus (Mulsant & Rey, 1853)",8706960,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Malachiidae,Protapalochrus,Protapalochrus flavolimbatus,Protapalochrus flavolimbatus,"(Mulsant & Rey, 1853) ",8706960,,original,,,
,Limnichus inornatus,"Limnichus inornatus Weise, 1877",1032983,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Limnichidae,Limnichus,Limnichus inornatus,Limnichus inornatus,"Weise, 1877",1032983,,original,,,
,Melyris versicolor,"Melyris versicolor Chevrolat, 1829",4450229,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyris,Melyris versicolor,Melyris versicolor,"Chevrolat, 1829",4450229,,original,,,
,Sphinginus apicalis,"Sphinginus apicalis (Perris, 1864)",12280933,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Sphinginus,Sphinginus lobatus,Sphinginus apicalis,"(Perris, 1864) ",12280933,4449429,gbif,,yes,yes
,Dellamora palposa,"Dellamora palposa Normand, 1916",4456627,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Dellamora,Dellamora palposa,Dellamora palposa,"Normand, 1916",4456627,,original,,,
,Pseudodellamora championi,"Pseudodellamora championi Schilsky, 1899",4456615,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Pseudodellamora,Pseudodellamora championi,Pseudodellamora championi,"Schilsky, 1899",4456615,,original,,,
,Variimorda briantea,"Variimorda briantea (Comolli, 1837)",4456529,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Variimorda,Variimorda briantea,Variimorda briantea,"(Comolli, 1837) ",4456529,,original,,,
,Variimorda hladili,"Variimorda hladili Horak, 1985",4456534,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Variimorda,Variimorda hladili,Variimorda hladili,"Horak, 1985",4456534,,original,,,
,Variimorda krikkeni,"Variimorda krikkeni Batten, 1977",4456531,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Variimorda,Variimorda krikkeni,Variimorda krikkeni,"Batten, 1977",4456531,,original,,,
,Melyrosoma artemisiae,"Melyrosoma artemisiae Wollaston, 1854",4450223,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyrosoma,Melyrosoma artemisiae,Melyrosoma artemisiae,"Wollaston, 1854",4450223,,original,,,
,Conalia baudii,"Conalia baudii Mulsant & Rey, 1858",4456477,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Conalia,Conalia baudii,Conalia baudii,"Mulsant & Rey, 1858",4456477,,original,,,
,Variimorda basalis,"Variimorda basalis (Costa, 1854)",4456512,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Variimorda,Variimorda basalis,Variimorda basalis,"(Costa, 1854) ",4456512,,original,,,
,Mordellistena episternalis,"Mordellistena episternalis Mulsant, 1856",4456661,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena episternalis,Mordellistena episternalis,"Mulsant, 1856",4456661,,original,,,
,Variimorda ragusai,"Variimorda ragusai (Emery, 1876)",4456527,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Variimorda,Variimorda ragusai,Variimorda ragusai,"(Emery, 1876) ",4456527,,original,,,
,Mordellistena micans,"Mordellistena micans (Germar, 1817)",4456790,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena micans,Mordellistena micans,"(Germar, 1817) ",4456790,,original,,,
,Mordellistena parvula,"Mordellistena parvula (Gyllenhal, 1827)",4456675,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena parvula,Mordellistena parvula,"(Gyllenhal, 1827) ",4456675,,original,,,
,Mordellistena reitteri,"Mordellistena reitteri Schilsky, 1894",4456689,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena reitteri,Mordellistena reitteri,"Schilsky, 1894",4456689,,original,,,
,Mordellistena rugipennis,"Mordellistena rugipennis Schilsky, 1895",4456823,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena rugipennis,Mordellistena rugipennis,"Schilsky, 1895",4456823,,original,,,
,Mordellistena sericata,"Mordellistena sericata Wollaston, 1864",4456730,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena sericata,Mordellistena sericata,"Wollaston, 1864",4456730,,original,,,
,Mordellistena stenidea,"Mordellistena stenidea Mulsant, 1856",4456698,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena stenidea,Mordellistena stenidea,"Mulsant, 1856",4456698,,original,,,
,Mordellistena tenuicornis,"Mordellistena tenuicornis Schilsky, 1898",4456806,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena tenuicornis,Mordellistena tenuicornis,"Schilsky, 1898",4456806,,original,,,
,Mordellistena emeryi,"Mordellistena emeryi Schilsky, 1895",4456680,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellistena,Mordellistena emeryi,Mordellistena emeryi,"Schilsky, 1895",4456680,,original,,,
,Melyris oblonga,"Melyris oblonga (Fabricius, 1775)",4450231,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyris,Melyris oblonga,Melyris oblonga,"(Fabricius, 1775) ",4450231,,original,,,
,Mordellaria aurofasciata,"Mordellaria aurofasciata (Comolli, 1837)",4456543,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellaria,Mordellaria aurofasciata,Mordellaria aurofasciata,"(Comolli, 1837) ",4456543,,original,,,
,Limnichus lederi,"Limnichus lederi Weise, 1877",1032950,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Limnichidae,Limnichus,Limnichus lederi,Limnichus lederi,"Weise, 1877",1032950,,original,,,
,Melyris bicolor,"Melyris bicolor Fabricius, 1801",4450230,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyris,Melyris bicolor,Melyris bicolor,"Fabricius, 1801",4450230,,original,,,
,Melyrosoma oceanicum,"Melyrosoma oceanicum Wollaston, 1854",4450220,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyrosoma,Melyrosoma oceanicum,Melyrosoma oceanicum,"Wollaston, 1854",4450220,,original,,,
,Limnichus aurosericeus,"Limnichus aurosericeus Jacquelin du Val, 1857",4427668,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Limnichidae,Limnichus,Limnichus aurosericeus,Limnichus aurosericeus,"Jacquelin du Val, 1857",4427668,,original,,,
,Lampronia pubicornis,"Lampronia pubicornis (Haworth, 1828)",1860622,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,Lampronia,Lampronia pubicornis,Lampronia pubicornis,"(Haworth, 1828) ",1860622,,original,,,
,Agnoea flavifrontella,"Agnoea flavifrontella (Denis & Schiffermüller, 1775)",9768838,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Lypusidae,Agnoea,Agnoea flavifrontella,Agnoea flavifrontella,"(Denis & Schiffermüller, 1775) ",9768838,,original,,,
