occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,Cantharis liburnica,"Cantharis liburnica Depoli, 1912",7649193,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis liburnica,Cantharis liburnica,"Depoli, 1912",7649193,
,Cantharis monacha,"Cantharis monacha Moscardini, 1862",8822723,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis monacha,Cantharis monacha,"Moscardini, 1862",8822723,
,Cantharis paganettii,"Cantharis paganettii (Flach, 1907)",8819683,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis paganettii,Cantharis paganettii,"(Flach, 1907) ",8819683,
,Cantharis fresnedai,Animalia,1,HIGHERRANK,95,ACCEPTED,KINGDOM,Animalia,,,,,,,Animalia,,1,
,Cantharis palliata,"Cantharis palliata Gyllenhal, 1808",8733374,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis palliata,Cantharis palliata,"Gyllenhal, 1808",8733374,
,Cantharis paulinoi,"Cantharis paulinoi Kiesenwetter, 1870",8944207,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis paulinoi,Cantharis paulinoi,"Kiesenwetter, 1870",8944207,
,Cantharis pyrenaea,"Cantharis pyrenaea Pic, 1906",8728660,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis pyrenaea,Cantharis pyrenaea,"Pic, 1906",8728660,
,Cantharis reichei,"Cantharis reichei Mulsant, 1862",8269838,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis reichei,Cantharis reichei,"Mulsant, 1862",8269838,
,Cantharis smyrnensis,"Cantharis smyrnensis (Marseul, 1864)",9031933,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis smyrnensis,Cantharis smyrnensis,"(Marseul, 1864) ",9031933,
,Cantharis xanthoporpa,"Cantharis xanthoporpa Kiesenwetter, 1860",7947952,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis xanthoporpa,Cantharis xanthoporpa,"Kiesenwetter, 1860",7947952,
,Cordicantharis longicollis,"Cordicantharis longicollis (Kiesenwetter, 1859)",4429602,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cordicantharis,Cordicantharis longicollis,Cordicantharis longicollis,"(Kiesenwetter, 1859) ",4429602,
,Cratosilis distinguenda,"Cratosilis distinguenda (Baudi di Selve, 1859)",4429584,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cratosilis,Cratosilis distinguenda,Cratosilis distinguenda,"(Baudi di Selve, 1859) ",4429584,
